id,course_id,title,content_type,order,xp_reward,created_at,section_id,duration
romper-una-meta-en-pasos,course-9-1,Romper una meta en pasos,reading,4,50,2026-03-26 00:15:28.6,,5
rutina-mensual-20-min-en-apps,course-19-3,Rutina mensual (20 min) en apps,reading,2,50,2026-03-26 00:17:18.346,,5
rutina-semanal-10-min-en-apps,course-19-3,Rutina semanal (10 min) en apps,reading,1,50,2026-03-26 00:17:17.806,,5
seguro-util-vs-seguro-innecesario-criterios,course-16-2,Seguro útil vs seguro innecesario (criterios),reading,3,50,2026-03-26 00:16:44.483,,5
semana-de-balance-seguimiento-real,course-5-3,Semana de balance: seguimiento real,reading,5,50,2026-03-26 00:14:53.885,,5
senales-de-compra-impulsiva,course-3-2,Señales de compra impulsiva,reading,1,50,2026-03-26 00:14:26.504,,5
senales-de-deuda-saludable-vs-peligrosa,course-14-1,Señales de deuda saludable vs peligrosa,reading,2,50,2026-03-26 00:16:19.779,,5
senales-de-emocion-dominando-una-decision,course-1-2,Señales de emoción dominando una decisión,reading,2,50,2026-03-26 00:14:03.83,,5
senales-de-estafa-del-pasivo-rapido,course-23-1,Señales de estafa del “pasivo rápido”,reading,5,50,2026-03-26 00:17:54.973,,5
senales-de-que-no-debes-pedir-credito,course-12-1,Señales de que NO debes pedir crédito,reading,5,50,2026-03-26 00:16:00.561,,5
senales-de-un-producto-malo-para-ti,course-11-1,Señales de un producto “malo” para ti,reading,5,50,2026-03-26 00:15:50.105,,5
separar-ahorro-primero,course-7-1,Separar ahorro primero,reading,3,50,2026-03-26 00:15:07.105,,5
separar-ahorro-y-gasto-fisico-o-digital,course-8-1,Separar ahorro y gasto (físico o digital),reading,3,50,2026-03-26 00:15:17.587,,5
separar-finanzas-personales-y-del-negocio,course-30-3,Separar finanzas personales y del negocio,reading,2,50,2026-03-26 00:19:12.838,,5
sistema-de-recompensas-sin-gastar,course-7-2,Sistema de recompensas (sin gastar),reading,5,50,2026-03-26 00:15:11.579,,5
sistemas-repetir-no-improvisar,course-22-3,"Sistemas: repetir, no improvisar",reading,2,50,2026-03-26 00:17:49.55,,5
sobrediversificacion-tambien-pasa,course-26-3,Sobrediversificación (también pasa),reading,4,50,2026-03-26 00:18:32.267,,5
soft-skills-el-multiplicador-invisible-de-ingresos,course-2-2,Soft Skills: El multiplicador invisible de ingresos,reading,4,50,2026-03-26 00:14:16.547,,5
subir-precio-sin-perder-clientes-idea,course-30-2,Subir precio sin perder clientes (idea),reading,4,50,2026-03-26 00:19:10.724,,5
suscripciones-y-cobros-fantasma,course-4-3,Suscripciones y “cobros fantasma”,reading,1,50,2026-03-26 00:14:41.341,,5
sustituciones-barato-saludable-util,course-4-2,"Sustituciones (barato, saludable, útil)",reading,4,50,2026-03-26 00:14:39.721,,5
tarjeta-para-construir-historial-estrategia-segura,course-12-3,Tarjeta para construir historial (estrategia segura),reading,2,50,2026-03-26 00:16:05.508,,5
tarjetas-digitalesvirtuales-que-son,course-19-2,Tarjetas digitales/virtuales (qué son),reading,3,50,2026-03-26 00:17:15.649,,5
tengo-muchas-cosas-diversificado,course-26-3,“Tengo muchas cosas” ≠ diversificado,reading,1,50,2026-03-26 00:18:30.65,,5
ticket-vs-factura-diferencias,course-17-2,Ticket vs factura (diferencias),reading,1,50,2026-03-26 00:16:53.698,,5
tiempo-capital-y-riesgo-en-ingresos-pasivos,course-23-1,"Tiempo, capital y riesgo en ingresos pasivos",reading,4,50,2026-03-26 00:17:54.428,,5
tiempo-cuanto-te-falta-estimacion,course-29-3,Tiempo: cuánto te falta (estimación),reading,2,50,2026-03-26 00:19:02.74,,5
tiempo-vs-dinero-tradeoffs,course-22-1,Tiempo vs dinero (tradeoffs),reading,4,50,2026-03-26 00:17:44.097,,5
tiempo-y-monto-diariosemanal,course-9-1,Tiempo y monto diario/semanal,reading,2,50,2026-03-26 00:15:27.501,,5
tipos-de-deuda-personal-consumo-educativa,course-14-1,"Tipos de deuda (personal, consumo, educativa)",reading,1,50,2026-03-26 00:16:19.236,,5
transferencias-limites-y-horarios-vida-real,course-19-2,"Transferencias, límites y horarios (vida real)",reading,1,50,2026-03-26 00:17:14.573,,5
transferencias-seguras-a-quien-si-y-a-quien-no,course-18-3,Transferencias seguras (a quién sí y a quién no),reading,3,50,2026-03-26 00:17:08.521,,5
transferencias-spei-como-funcionan,course-11-2,Transferencias SPEI: cómo funcionan,reading,3,50,2026-03-26 00:15:52.285,,5
utilizacion-por-que-no-conviene-usar-todo-tu-limite,course-13-2,Utilización: por qué no conviene usar todo tu límite,reading,3,50,2026-03-26 00:16:13.266,,5
verificar-antes-de-pagar-pasos,course-18-3,Verificar antes de pagar (pasos),reading,2,50,2026-03-26 00:17:07.978,,5
